herb-id,Web.Link,Pinyin.Name,Chinese.Name,English.Name,Latin.Name,Properties,Meridians,Effect
5541,http://119.3.41.228/tcmid/herb/5541/,BAN ZHI LIAN,???,Barbed Skullcap,Scutellaria barbata  [Syn.  Scutellaria rivularis],"Cold,Pungent,Slightly Bitter","LUNG,LIVER,KIDNEY","To clear heat and resolve toxin, stanch bleeding and dissipate stasis, disinhibit urine and disperse edema."
5570,http://119.3.41.228/tcmid/herb/5570/,GE QIAO,??,Clam Shell,Concha Meretricis seu Cyclinae,"Cold,Bitter,Salty","LUNG,STOMACH","Treatment of cough, chest pain and bloody sputum caused by heat in the lung, scrofula, goitre, epigastric pain associated with acid regurgitation, external use for eczema and scalds."
5586,http://119.3.41.228/tcmid/herb/5586/,ZHANG NAO,??,Camphorar,Camphora,"Hot,Pungent","SPLEEN,HEART","For coma of sthenic type, especially those due to affection of filthy and turbid substance. External use for scabies, tinea, skin infection, prurigo, trauma, toothache; oral use for vomiting and diarrhea of cold-dampness type, chest pain, abdomen pain of stomach-cold origin, dyspepsia with abdominal distending pain."
5608,http://119.3.41.228/tcmid/herb/5608/,SHA SHEN,??,Glehnia root,Radix Glehniae,"Minor cold,Sweet","LUNG,STOMACH","Treatment of: 1. Deficient yin of the lungs with heat manifested as dry cough or cough with scanty sputum, hoarse voice from a chronic cough, dry throat and thirst. Glehnia root (Shashen) is used with Ophiopogon root (Maidong) and Tendrilled fritillary bulb (Chuanbeimu). 2. Body fluids consumed by febrile diseases manifested as dry tongue and poor appetite. Glehnia root (Shashen) is used with Ophiopogon root (Maidong), Fresh rehmannia root (Shengdihuang) and Fragrant solomonseal rhizome (Yuzhu) in the formula Yiwei Tang."
5613,http://119.3.41.228/tcmid/herb/5613/,HAI PIAO XIAO,???,Cuttlebone,Os Sepiellae seu Sepiae,"Warm,Salty,Punkery",LIVER,"Treatment of peptic ulcer with hyperacidity, spitting of blood, epistaxis, abnormal uterine bleeding, hematochezia, seminal emission, spermatorrhea, morbid leukorrhea, gastric pain with acid regurgitation, external use for traumatic bleeding and wound with purulent discharge."
5615,http://119.3.41.228/tcmid/herb/5615/,ZHE BEI MU,???,Thunberg Fritillary,Fritillaria verticillata var.  thunbergii [Syn.  Fritillaria thunbergii ],"Cold,Bitter","LUNG,HEART","To clear heat and resolve phlegm, dissipate binds and disperse swelling."
5619,http://119.3.41.228/tcmid/herb/5619/,ZAO XIU,??,"Manyleaf Paris Equivalent plant:  Paris polyphylla  var chinensis, Paris polyphylla  var Yunnanensis ,  Paris polyphylla  var pseudothibetica , Paris polyphylla var stenophylla",Paris polyphylla,"Cold,Bitter",LIVER,"To clear heat and resolve toxin, disperse swelling and relieve pain, cool liver and settle fright."
5646,http://119.3.41.228/tcmid/herb/5646/,GE JIE,??,Tokay Gecko,Gecko,"Mild,Salty","LUNG,KIDNEY","Treatment of dyspnea or asthma in deficiency syndromes, cough and hemoptysis in consumptive diseases, impotence, seminal emission."
5654,http://119.3.41.228/tcmid/herb/5654/,CAO BEI MU,???,Indian Iphigenia,Iphigenia indica,"Warm,Bitter","LUNG,SPLEEN,STOMACH,LIVER",To dissipate binds and relieve pain.
5656,http://119.3.41.228/tcmid/herb/5656/,QIAN NIAN JIAN,???,rhizome of Obscured Homalomena,Rhizoma Homalomenae occultae,"Warm,Pungent,Bitter","LIVER,KIDNEY","Treament of rheumatoid arthritis with pain and cold sensation in the loins and knees, muscle contracture and numbness of the lower extremities."
5658,http://119.3.41.228/tcmid/herb/5658/,JI GU CAO,???,Canton Abrus,Abrus fruticulosus  [Syn.  Abrus cantoniensis ],"Cool,Sweet,Slightly Bitter","STOMACH,LIVER","To clear heat and disinhibit damp, dissipate stasis and relieve pain."
5659,http://119.3.41.228/tcmid/herb/5659/,JIN YING GEN,???,root of Cherokee Rose,Radix Rosae laevigatae,"Mild,Sour,Punkery","BLADDER,LARGE INTESTINE,KIDNEY",
5669,http://119.3.41.228/tcmid/herb/5669/,PU TAO 2,??,Rose Apple,Fructus Syzygii,"Mild,Sweet,Slightly Sour","STOMACH,LIVER,KIDNEY",
5673,http://119.3.41.228/tcmid/herb/5673/,FENG WEI CAO,???,Chinese Brake,Pteris multifida,"Cold,Bitter,Neutral","LARGE INTESTINE,STOMACH,LIVER,KIDNEY","To clear heat and disinhibit damp, resolve toxin and disperse swelling, cool blood and stanch bleeding."
5675,http://119.3.41.228/tcmid/herb/5675/,SHU JIAO,??,Pricklyash Peel,Pericarpium Zanthoxyli,"Hot,Pungent","SPLEEN,STOMACH,KIDNEY","Treatment of epigastric pain accompanied by cold sensation, vomiting and diarrhea, abdomen pain due to intestinal parasitosis, ascariasis. External use for itching in eczema."
5699,http://119.3.41.228/tcmid/herb/5699/,BI MA ZI,???,Castorbean Seed,Ricinus communis,"Mild,Pungent,Sweet","LUNG,LARGE INTESTINE","To disperse swelling and draw out toxin, drain precipitation and free stagnation."
5703,http://119.3.41.228/tcmid/herb/5703/,CHUAN XIN LIAN,???,Common Andrographis,Andrographis paniculata  [Syn.  Justicia paniculata ],"Cold,Bitter","LUNG,LARGE INTESTINE,STOMACH,SMALL INTESTINE","To clear heat and resolve toxin, drain fire, dry damp."
5727,http://119.3.41.228/tcmid/herb/5727/,HU ER CAO,???,Creeping Rockfoil,Saxifraga stolonifera,"Cold,Pungent,Bitter","LUNG,LIVER,HEART","To dispel wind and clear heat, cool blood and resolve toxin."
5736,http://119.3.41.228/tcmid/herb/5736/,NIU XI,??,Twotooth Achyranthes,Achyranthes bidentata,"Mild,Sweet,Sour,Bitter","LIVER,KIDNEY","To supplement liver and kidney, strengthen sinews and bones, quicken blood and regulate menstruation, disinhibit urine and free strangury."
5741,http://119.3.41.228/tcmid/herb/5741/,BAI DOU KOU,???,Round Cardamom,Amomum kravanh [Syn.  Amomum cardamomum],"Warm,Pungent","LUNG,SPLEEN,STOMACH","To transform damp and move qi , warm center and check vomiting, increase appetite and disperse food."
5750,http://119.3.41.228/tcmid/herb/5750/,BAI JIE GENG,???,Balloonflower root,Radix Platycodi,"Mild,Pungent,Bitter","LUNG,STOMACH","Treatment of cough with much phlegm, sore throat, hoarseness of voice, lung abscess with purulent expectoration, absecess difficult to burst after suppuration."
5755,http://119.3.41.228/tcmid/herb/5755/,MI MENG HUA,???,Pale Butterflybush,Buddleja officinalis,"Minor cold,Sweet",LIVER,"To clear heat and nourish liver, eliminate screen and brighten eyes."
5790,http://119.3.41.228/tcmid/herb/5790/,GAO LIANG JIANG,???,Lesser Galangal,Alpinia officinarum,"Hot,Pungent","SPLEEN,STOMACH","To warm stomach, dispel wind, dissipate cold, move qi, relieve pain."
5791,http://119.3.41.228/tcmid/herb/5791/,XIAO GAN CAO,???,Root of Ural Licorice,Radix Glycyrrhizae,"Mild,Sweet","LUNG,SPLEEN,STOMACH,HEART","Treatment of weakness of the spleen and the stomach marked by lassitude and weakness, cardiac palpitation and shortness of breath, cough with much phlegm , spasmodic pain in the epigastrium, abdomen and limbs, carbuncles and sores. It is often used for reducing the toxic or drastic actions of other drugs.Radix Glycyrrhizae (processed with honey) Weakness of the spleen and the stomach with lassitude and lack of strength, arrhythmia."
5800,http://119.3.41.228/tcmid/herb/5800/,BAN XIA,??,Ternate Pinellia,Pinellia ternata,"Warm,Pungent","LUNG,SPLEEN,STOMACH","To eliminate damp and resolve cold phlegm, downbear counterflow and check vomiting, disperse glomus and dissipate binds."
5813,http://119.3.41.228/tcmid/herb/5813/,MU DAN PI,???,Subshrubby Peony Bark Equivalent plant: Paeonia delavayi,Paeonia moutan [Syn.  Paeonia suffruticosa],"Minor cold,Pungent,Bitter","LIVER,HEART,KIDNEY","To clear heat and cool blood, quicken blood and dissipate stasis."
5824,http://119.3.41.228/tcmid/herb/5824/,CHAO ZHI QIAO,???,Prepared fruit of Seville orange,Fructus Aurantii Preparata,"Minor cold,Pungent,Bitter","SPLEEN,LARGE INTESTINE,STOMACH","Treatment of distension and pain in the chest and hypochondriac regions due to stagnation of qi, indigestion with retention of phlegm and fluid, gastroptosis, prolapse of the rectum, prolapse of the uterus."
5837,http://119.3.41.228/tcmid/herb/5837/,LI YU,??,Carp,Cyprinus carpio,"Mild,Sweet","SPLEEN,KIDNEY","To fortify spleen and harmonize stomach, disinhibit water and precipitate qi, free milk, quiet fetus."
5839,http://119.3.41.228/tcmid/herb/5839/,ZHI MO YAO,???,Myrrhtree gum resin,Myrrha Praeparata,"Mild,Pungent,Bitter","SPLEEN,LIVER,HEART,KIDNEY",Treatment of pains caused by blood stagnation
5843,http://119.3.41.228/tcmid/herb/5843/,GOU JI,??,Cochinchina Cudrania,Cudrania cochinchinensis,"Warm,Sweet,Bitter","LIVER,KIDNEY","To dispel wind and free network vessels, clear heat and remove damp, resolve toxin and disperse swelling."
5844,http://119.3.41.228/tcmid/herb/5844/,LU HAN CAO,???,all-grass Chinese pyrola,herba pyrolae chinensis,"Warm,Slightly Sweet,Bitter","LIVER,KIDNEY","Treatment of arthralgia with weakness of the loins and knees, excessive menstrual flow, chronic phthisical cough."
5857,http://119.3.41.228/tcmid/herb/5857/,REN DONG TENG,???,Japanese Honeysuckle Vine,Lonicera japonica,"Cold,Sweet","LUNG,SPLEEN,STOMACH,HEART","To clear heat and resolve toxin, free network vessels."
5859,http://119.3.41.228/tcmid/herb/5859/,XI CHUAN XIONG,???,"Chuanxiong rhizome, Szechuan lovage root",Radix chuanxiong?Rhizoma Chuanxiong,"Warm,Pungent","LIVER,CARDIOVASCULAR,GALLBLADDER","Treatment of menstrual disorders, amenorrhea, dysmenorrhea, abdomen pain with mass formation, pricking pain in the chest and costal regions, swelling and pain due to traumatic injury, headache, rheumatic arthralgia."
5861,http://119.3.41.228/tcmid/herb/5861/,HUO XIANG,??,Wrinkled Gianthyssop,Agastache rugosus,"Minor Warm,Pungent","LUNG,SPLEEN,STOMACH","To dispel summerheat and resolve exterior, harmonize stomach and transform damp."
5868,http://119.3.41.228/tcmid/herb/5868/,ZHI CAO WU,???,Prepared Kusnezoff Monkshood Root,Radix Aconiti Kusnezoffii Preparata,"Hot,Pungent","SPLEEN,HEART,KIDNEY","Treatment of rheumatic and rheumatoid arthralgia, precordial and abdomen pain with cold sensation, abdomen pain caused by cold, anaethesia."
5869,http://119.3.41.228/tcmid/herb/5869/,E ZHU,??,Zedoray Rhizome,Rhizoma Curcumae,"Warm,Pungent,Bitter","SPLEEN,LIVER","Treatment of mass in the abdomen, amenorrhea due to blood stasis, distension and pain due to stagnation of undigested food, carcinoma of cervix at early stage."
5889,http://119.3.41.228/tcmid/herb/5889/,GE HUA,??,flower bud of lobed kudzuvine,flos puerariae lobatae,"Cool,Pungent,Sweet","SPLEEN,STOMACH","Treatment of fever, headache and stiffness of th nape in exogenous affections, thirst, diabetes, measles with inadequate eruption, acute dysentery or diarrhea, stiff and painful nape in hypertension."
5894,http://119.3.41.228/tcmid/herb/5894/,SHU DI HUANG,???,Adhesive Rehmannia Cocked Root,Rehmannia glutinosa [Syn.  Rehmannia glutinosa f.  huechingensis],"Minor Warm,Sweet","LIVER,KIDNEY","To supplement blood and enrich yin, boost essence and replenish marrow."
5905,http://119.3.41.228/tcmid/herb/5905/,JIN LIAN HUA,???,Chinese  Globeflower Equivalent plant:  Trollius ledebourii,Trollius chinensis  [Syn.  Trollius asiaticus  var. chinensis],"Cold,Bitter",LUNG,"To clear heat and resolve toxin, disperse swelling, brighten eyes."
5926,http://119.3.41.228/tcmid/herb/5926/,CHUAN XIONG,??,Chuanxiong (Wallich Ligusticum) Equivalent plant: Cnidium officinale,Ligusticum chuanxiong  [Syn.  Ligusticum wallichii ],"Warm,Pungent","LIVER,CARDIOVASCULAR,GALLBLADDER","To move qi and quicken blood, dispel wind and relieve pain."
5927,http://119.3.41.228/tcmid/herb/5927/,LU GEN,??,Common Reed Rhizome,Phragmites communis,"Cold,Sweet","LUNG,STOMACH","To clear heat and engender liquid, eliminate vexation, check vomiting, disinhibit urine."
5933,http://119.3.41.228/tcmid/herb/5933/,GAN CAO SHAO,???,tip of Licorice root,Radix Glycyrrhizae uralensis,"Mild,Sweet","LUNG,SPLEEN,STOMACH,HEART",
5938,http://119.3.41.228/tcmid/herb/5938/,SHUANG HUA,??,Honeysuckle Flower,Flos Lonicerae,"Cold,Sweet","LUNG,SPLEEN,STOMACH,HEART","Treatment of carbuncles, boils, erysipelas, acute dysentery, pharyngitis, upper respiratory infection, epidemic febrile diseases."
5942,http://119.3.41.228/tcmid/herb/5942/,SHOU WU TENG,???,Tuber Fleeceflower Stem,Caulis Polygoni Multiflori,"Mild,Sweet","LIVER,HEART","Treatment of insomnia, dream-disturbed sleep, general aching in blood deficiency, rheumatic arthralgia, external use for itching."
5948,http://119.3.41.228/tcmid/herb/5948/,BU GU ZHI,???,Malaytea Scurfpea,Psoralea corylifolia,"Extreme Warm,Pungent,Bitter","SPLEEN,KIDNEY","To supplement kidney and invigorate yang , accept qi and calm asthma, warm spleen and check diarrhea."
5953,http://119.3.41.228/tcmid/herb/5953/,YU GAN ZI,???,Emblic Leafflower Fruit,Fructus Phyllanthi,"Cool,Sweet,Sour,Punkery","LUNG,STOMACH","Treatment of heat in the blood and blood stasis, liver and gall bladder diseases, dyspepsia, abdomen pain, cough, sore throat, dryness of the mouth."
5954,http://119.3.41.228/tcmid/herb/5954/,LONG YAN ROU,???,Longan Aril,Arillus Longan,"Mild,Sweet","SPLEEN,HEART","Treatment of cardiac palpitation, forgetfulness and insomnia due to deficiency of qi and blood, anemia."
6004,http://119.3.41.228/tcmid/herb/6004/,XUAN GOU JING,???,root of Juteleaf raspberry,caulis rubi corchorfolii,"Mild,Sweet,Sour","LUNG,LIVER,KIDNEY",
6014,http://119.3.41.228/tcmid/herb/6014/,BAI MAO GEN,???,Lalang Grass Rhizome,Rhizoma Imperatae,"Sweet,cold","LUNG,STOMACH,BLADDER","Treatment haematemesis, epistaxis and hematuria due to heat in the blood, febrile diseases with thirst, jaundice, urinary infection with difficult painful urination, edema in acute nephritis."
6029,http://119.3.41.228/tcmid/herb/6029/,LIU HUANG,??,Sulfur,Sulfur,"Warm,Sour","LARGE INTESTINE,KIDNEY","External use for scabies, favus, chronic sores and malignant ulcers, oral administration for impotence with cold lower extremities, asthma or constipation of deficiency-cold type."
6033,http://119.3.41.228/tcmid/herb/6033/,JIANG HUANG,??,Common Turmeric Equivalent plant:  Curcuma aromatica,Curcuma longa,"Warm,Pungent,Bitter","SPLEEN,LIVER","To break blood and move qi, free menstruation and relieve pain."
6036,http://119.3.41.228/tcmid/herb/6036/,JING MI,??,Rice,Oryza sativa,"Warm,Sweet","LUNG,SPLEEN,STOMACH","To supplement qi and fortify spleen, eliminate vexation and allay thirst, check dysentery and diarrhea ."
6070,http://119.3.41.228/tcmid/herb/6070/,HUO MA REN,???,Hemp Fimble Seed,Cannabis sativa,"Mild,Sweet","SPLEEN,LARGE INTESTINE,STOMACH","To moisten dryness, lubricate intestines, free stool."
6075,http://119.3.41.228/tcmid/herb/6075/,FEI LIAN,??,Curly Bristlethistle Equivalent plant: Carduus acanthoides,Carduus crispus,"Cold,Bitter,Salty","LARGE INTESTINE,STOMACH","To dispel wind, clear heat, disinhibit damp, cool blood and stanch bleeding, quicken blood and disperse swelling."
6079,http://119.3.41.228/tcmid/herb/6079/,TAO REN,??,Peach Kernel,Prunus persica,"Mild,Sweet,Bitter","LARGE INTESTINE,LIVER,HEART","To quicken blood and dispel stasis, moisten intestines and free stool."
6094,http://119.3.41.228/tcmid/herb/6094/,LING XIAN,??,root and rhizome of smilax,Radix Smilacis,"Warm,Pungent,Salty",BLADDER,"Treatment of rheumatic or rheumatoid arthralgia with numbness of the limbs, muscle contracture and limitation of motion, fish bone stuck in the throat."
6101,http://119.3.41.228/tcmid/herb/6101/,GUAN MU TONG,???,Manchurian Dutchmanspipe,Aristolochia manshuriensis,"Cold,Bitter","BLADDER,SMALL INTESTINE,HEART","To clear heart fire, disinhibit urine, free menstruation and milk."
6108,http://119.3.41.228/tcmid/herb/6108/,BAI QIAN,??,Cynanchum root,Rhizoma cynanchi stauntonii,"Minor Warm,Pungent,Bitter",LUNG,1. Treatmant of cough due to invasion by exogenous pathogenic factors. Swallowwort rhizome (Baiqian) is used with Schizonepeta (Jingjie) and Platycodon root (Jiegeng) in the formula Zhisuo San. 2. Treatment of turbid phlegm blocking the lungs
6113,http://119.3.41.228/tcmid/herb/6113/,HEI ZHONG CAO,???,Jackinprison,Nigella damascena,"Warm,Bitter","SPLEEN,STOMACH,GALLBLADDER","Treatment of tinnitus and forgetfulness, amenorrhea, inadequate secretion of milk, urinary infection, urolithiasis."
6125,http://119.3.41.228/tcmid/herb/6125/,BA JI,??,root of Morinda officinalis,Radix Morindae officinalis,"Minor Warm,Pungent,Sweet",KIDNEY,"1. Treatment of deficient kidney yang manifested as soreness and weakness in the lower back and knees, impotence, premature ejaculation, infertility, frigidity, irregular menstruation, and cold sensation and pain in the lower abdomen. a) Morinda root (Bajitian) is used with Ginseng (Renshen), Cistanche (Roucongrong) and Dadder seed (Tusizi) for impotence, premature ejaculation and infertility, b) Morinda root (Bajitian) is used with Teasel root (Xuduan) and Eucommia bark (Duzhong) for soreness and weakness in lower back and knees, c) Morinda root (Bajitian) is used with Cinnamon bark (Rougui), Galangal rhizome (Gaoliangjiang) and Evodia fruit (Wuzhuyu) for irregular menstruation. 2. Morinda root (Bajitian) is used with Teasel root (Xuduan), Mulberry mistletoe (Sangjisheng) and Hypoglauca yam (Bixie) for cold sensation and pain in the lumbar region and knees or motor impairment."
6136,http://119.3.41.228/tcmid/herb/6136/,JI XUE TENG,???,Suberect Spatholobus Stem,Caulis Millettiae; Caulis spatholobi,"Warm,Sweet,Bitter",LIVER,"Treatment of menstrual disorders, anemia, numbness and paralysis, rheumatic arthralgia."
6143,http://119.3.41.228/tcmid/herb/6143/,DI FENG PI,???,Difengpi Anisetree Equivalent plant: Illicium majus,Illicium difengpi,"Warm,Slightly Pungent,Punkery","BLADDER,KIDNEY","To dispel wind and eliminate damp, move qi and relieve pain."
6161,http://119.3.41.228/tcmid/herb/6161/,SHI CHANG PU,???,Grassleaved Sweetflag Equivalent plant:  Acorus gramineus,Acorus tatarinowii,"Warm,Pungent,Bitter","STOMACH,HEART","To transform phlegm and open orifices, transform damp and move qi , dispel wind and eliminate impediment, disperse swelling and relieve pain."
6163,http://119.3.41.228/tcmid/herb/6163/,CANG ER ZI,???,fruit of Siberian Cockleblur,Fructus Xanthii sibirici,"Warm,Pungent,Bitter","LUNG,SPLEEN","Treatment of headache caused by wind-cold, sinusitis with nasal discharge, urticaria with itching, arthritis with muscle contracture caused by damp."
6191,http://119.3.41.228/tcmid/herb/6191/,XU CHANG QING,???,Paniculate Swallowwort,Cynanchum paniculatum,"Warm,Pungent","LUNG,STOMACH,LIVER,KIDNEY","To dispel wind and transform damp, relieve pain and itch."
6196,http://119.3.41.228/tcmid/herb/6196/,QING PI,??,Green Tangerine Peel,Pericarpium Citri Reticulatae Viride,"Warm,Pungent,Bitter","STOMACH,LIVER,GALLBLADDER","Treatment of distending pain in the chest and costal regions, hernia, mass formation in the breast, mastitis, abdomen pain due to retention of undigested food."
6205,http://119.3.41.228/tcmid/herb/6205/,GE GEN,??,"Lobed Kudzuvine Root Equivalent plant: Pueraria thomsonii, Pueraria edulis,  Pueraria omeiensis ,  Pueraria phaseoloides",Pueraria lobata,"Cool,Pungent,Sweet","SPLEEN,STOMACH","To engender liquid, outthrust papules, upbear yang and check diarrhea."
6218,http://119.3.41.228/tcmid/herb/6218/,AI YE,??,"Argy Wormwood Leaf Equivalent plant: Artemisia mongolica,  Artemisia princeps,  Artemisia lavandulaefolia, Artemisia rubripes, Artemisia vulgaris",Artemisia argyi,"Warm,Pungent,Bitter","SPLEEN,LIVER,KIDNEY","To dissipate cold and relieve pain, warm menstruation and stanch bleeding."
6229,http://119.3.41.228/tcmid/herb/6229/,LU BIAN,??,Penis Cervi,Penis Cervi,"Warm,Sweet,Salty","BLADDER,LIVER,KIDNEY",
6230,http://119.3.41.228/tcmid/herb/6230/,SHA JI,??,fruit of seabuckthorn,fructus hippophae,"Warm,Sour,Punkery","LARGE INTESTINE,STOMACH,SMALL INTESTINE,LIVER",
6237,http://119.3.41.228/tcmid/herb/6237/,YANG JIN HUA,???,Hindu Datura Flower Equivalent plant: Datura innoxia,Datura metel,"Pungent, warm","HEART,LUNG,SPLEEN","To suppress cough and calm asthma, relieve pain and settle tetany."
6238,http://119.3.41.228/tcmid/herb/6238/,XIONG HUANG,??,Realgar,Realgar,"Warm,Pungent,Bitter","LIVER,HEART,KIDNEY","Treatment of carbuncles, boils, snake-bite, insect-bite, abdomen pain due to intestinal parasitosis, infantile convulsion, malaria."
6269,http://119.3.41.228/tcmid/herb/6269/,DONG CHONG XIA CAO,????,Aweto (Chinese Caterpillar Fungus),Cordyceps sinensis,"Mild,Sweet","LUNG,KIDNEY","To supplement lung and boost kidney, stanch bleeding and transform phlegm."
6272,http://119.3.41.228/tcmid/herb/6272/,SUAN ZAO REN,???,Spine Date Seed,Ziziphus jujuba  var. spinosa,"Mild,Sweet,Sour","SPLEEN,LIVER,HEART,GALLBLADDER","To supplement liver, quiet heart, constrain sweat, engender liquid."
6274,http://119.3.41.228/tcmid/herb/6274/,XI JIAO,??,Rhinoceros Horn,"Rhinoceros unicornis ,  Rhinoceros sondaicus ,  Rhinoceros sumatrensis","Cold,Sour,Bitter,Salty","STOMACH,LIVER,HEART","To cool blood, clear heat, resolve toxin, settle fright."
6281,http://119.3.41.228/tcmid/herb/6281/,HE SHOU WU,???,Tuber Fleeceflower,Polygonum multiflorum,"Cold,Minor Warm,Sour,Bitter","LIVER,KIDNEY","To lower cholesterol, enrich yin and nourish blood, moisten intestines and free stool, interrupt malaria, dispel wind, resolve toxin."
6289,http://119.3.41.228/tcmid/herb/6289/,FU XIAO MAI,???,Light wheat,Fructus Tritici levis,"Cool,Sweet","SPLEEN,HEART,KIDNEY","Treatment of weakness of the body manifested as spontaneous sweating or night sweating. Light wheat (Fuxiaomai) is used with Oyster shell (Muli), Astragalus root (Huangqi) and Ephedra root (Mahuanggen) in the formula Muli San."
6303,http://119.3.41.228/tcmid/herb/6303/,PING GUO,??,Apple,Malus pumila,"Cool,Sweet,Slightly Sour","LUNG,SPLEEN,STOMACH","To boost stomach, engender liquid, eliminate vexation, arouse liquor."
6311,http://119.3.41.228/tcmid/herb/6311/,SHAN YAO,??,Common Yam Equivalent plant: Dioscorea japonica,Dioscorea batatas  [Syn.  Dioscorea opposita ],"Mild,Sweet","LUNG,SPLEEN,KIDNEY","To fortify spleen and nourish stomach, engender liquid and boost lung, supplement kidney and rough essence."
6326,http://119.3.41.228/tcmid/herb/6326/,CHAO SHEN QU,???,Medicated leaven,Massa fermentata medicinalis Preparata,"Warm,Pungent,Sweet","SPLEEN,STOMACH",
6331,http://119.3.41.228/tcmid/herb/6331/,XIAO HUI XIANG,???,fennel fruit,fructus Foeniculi,"Warm,Pungent","SPLEEN,STOMACH,LIVER,KIDNEY","Treatment of scrotal hernia with pain and cold extremities, dysmenorrhea with lower abdomen pain and cold sensation, distending pain in the epigastrium with anorexia, vomiting and diarrhea, hydrocele of tunica vaginalis.Fructus Foeniculi (processed with salt): Scrotal hernia with pain and cold extremities, dysmenorrhea with abdomen pain caused by cold."
6338,http://119.3.41.228/tcmid/herb/6338/,QIAN HU,??,"Common Hogfennel Equivalent plant:  Peucedanum praeruptorum ,  Peucedanum longshengens,  Peucedanum rubricaule , Ligusticum brachylobum",Angelica decursiva  [Syn.  Peucedanum decursivum],"Minor cold,Pungent,Bitter",LUNG,"To course wind and dissipate heat, downbear qi and transform phlegm."
6341,http://119.3.41.228/tcmid/herb/6341/,BAI HUA SHE SHE CAO,?????,Spreading Hedyitis Equivalent plant:  Hedyotis corymbosa,Oldenlandia diffusa [Syn.  Hedyotis diffusa],"Cold,Sweet,Slightly Bitter","LARGE INTESTINE,STOMACH,SMALL INTESTINE","To clear heat and resolve toxin, disinhibit damp."
6344,http://119.3.41.228/tcmid/herb/6344/,LIAN XU,??,Lotus stamen,Stamen Nelumbinis,"Minor Warm,Sweet,Punkery","HEART,KIDNEY","Treatment of seminal emission, spermatorrhea, excessive leukorrhea, frequent urination."
6345,http://119.3.41.228/tcmid/herb/6345/,ZHI GAN CAO,???,Prepared Liauorice Root,Radix Glycyrrhizae Preparata,"Mild,Sweet","LUNG,SPLEEN,STOMACH,HEART","Treatment of deficiency of spleen and stomach, lassitude, palpitation, arrhythmia."
6353,http://119.3.41.228/tcmid/herb/6353/,QIN JIAO,??,"Largeleaf Gentian Equivalent plant:  Gentiana crassicaulis,  Gentiana straminea,  Gentiana dahurica, Gentiana tianschanica, Gentiana tibetica, Gentiana kaufmanniana , Gentiana siphonantha",Gentiana macrophylla,"Minor cold,Pungent,Bitter","STOMACH,LIVER,GALLBLADDER","To dispel wind-damp, clear damp heat, relieve pain due to impediment."
6371,http://119.3.41.228/tcmid/herb/6371/,CHUAN BEI MU,???,"Tendrilleaf Fritillary Equivalent plant:  Fritillaria unibracteata, Fritillaria delavayi,  Fritillaria przewalskii",Fritillaria cirrhosa,"Minor cold,Sweet,Bitter","LUNG,HEART","To clear heat and moisten lung, relieve cough and transform phlegm."
6374,http://119.3.41.228/tcmid/herb/6374/,XI SHUAI,??,Chinese Cricket,Gryllulus chinensis,"Warm,Pungent,Salty","BLADDER,LARGE INTESTINE,SMALL INTESTINE",To disinhibit urine.
6376,http://119.3.41.228/tcmid/herb/6376/,WU YU,??,fruit of Diverseflower Evodia,Fructus Evodiae,"Warm,Pungent,Bitter","SPLEEN,STOMACH,LIVER,KIDNEY","Treatment of headache accompanied by retching and cold limbs, abdomen pain, weakness and edema of the legs, abdomen pain during menstruation, epigastric distension and pain with vomiting and acid regurgitation, diarrhea occurring before dawn daily, hypertension. External use for ulcers in the mouth."
6390,http://119.3.41.228/tcmid/herb/6390/,CAO DOU KOU,???,Katsumada Galangal,Alpinia katsumadai,"Warm,Pungent","SPLEEN,STOMACH","To dispel damp and strengthen spleen, warm stomach and check vomiting."
6399,http://119.3.41.228/tcmid/herb/6399/,ZHI MA YOU,???,oil of Oriental Sesame,Oleum  Sesami,"Mild,Sweet","LUNG,SPLEEN,LIVER,KIDNEY","Treatment of dizziness, blurred vision, tinnitus, impaired hearing, premature greying of the hair and beard, loss of hair after a serious disease, constipation."
6408,http://119.3.41.228/tcmid/herb/6408/,HONG JING TIAN,???,all - grass of  Rhodiola,Radix et Rhizoma Rhodiolae,"Minor cold,Sweet,Punkery","LUNG,LIVER,KIDNEY",
6430,http://119.3.41.228/tcmid/herb/6430/,DU ZHONG,??,Eucommia,Eucommia ulmoides,"Warm,Sweet","LIVER,KIDNEY","To lower blood pressure, supplement liver and kidney, strengthen sinews and bones, quiet fetus."
6493,http://119.3.41.228/tcmid/herb/6493/,ZHI HOU PO,???,Prepared bark of Officinal magnolia,Magnoliae Officinalis Praeparata,"Warm,Pungent,Bitter","SPLEEN,LARGE INTESTINE,STOMACH","Treatment of accumulation of damp in the spleen and the stomach marked by epigastric strffiness, vomiting and diarrhea, abdominal distension and constipation due to retention of undigested food, cough and dyspnea caused by retanied damp."
6495,http://119.3.41.228/tcmid/herb/6495/,YA ZAO,??,Chinese Honeylocust Abnormal Fruit,FructusGleditsia,"Warm,Pungent","LUNG,LARGE INTESTINE","Treatment of loss of consciousness in stroke and epilepsy, sore throat, dyspnea and cough with phlegm difficult to spit out, constipation, external use for subcutaneous pyogenic infections."
